sample_id,device_id,cache_index,victim_clean_correct,evaluator_clean_correct,dual_clean_correct,selected
wifib|device=6|capture=23Jan|frame=2760|row=2200,6,52027,False,True,False,False
wifib|device=6|capture=23Jan|frame=2690|row=2146,6,51973,True,True,True,True
wifib|device=6|capture=23Jan|frame=2541|row=2021,6,51848,True,True,True,True
wifib|device=6|capture=23Jan|frame=2689|row=2145,6,51972,True,True,True,True
wifib|device=6|capture=23Jan|frame=2335|row=1847,6,51674,True,True,True,True
wifib|device=6|capture=23Jan|frame=2359|row=1867,6,51694,True,False,False,False
wifib|device=6|capture=23Jan|frame=2530|row=2010,6,51837,True,True,True,True
wifib|device=6|capture=23Jan|frame=2708|row=2158,6,51985,True,True,True,True
wifib|device=6|capture=23Jan|frame=2777|row=2213,6,52040,False,True,False,False
wifib|device=6|capture=23Jan|frame=2570|row=2044,6,51871,True,True,True,True
wifib|device=6|capture=23Jan|frame=2283|row=1801,6,51628,True,True,True,True
wifib|device=6|capture=23Jan|frame=2691|row=2147,6,51974,False,True,False,False
wifib|device=6|capture=23Jan|frame=2421|row=1915,6,51742,False,True,False,False
wifib|device=6|capture=23Jan|frame=2630|row=2090,6,51917,True,True,True,True
wifib|device=6|capture=23Jan|frame=2339|row=1851,6,51678,False,True,False,False
wifib|device=6|capture=23Jan|frame=2367|row=1873,6,51700,False,True,False,False
wifib|device=6|capture=23Jan|frame=2369|row=1875,6,51702,False,True,False,False
wifib|device=6|capture=23Jan|frame=2584|row=2054,6,51881,False,True,False,False
wifib|device=6|capture=23Jan|frame=2438|row=1928,6,51755,True,True,True,True
wifib|device=6|capture=23Jan|frame=2345|row=1855,6,51682,True,True,True,False
wifib|device=6|capture=23Jan|frame=2282|row=1800,6,51627,True,True,True,False
wifib|device=6|capture=23Jan|frame=2516|row=1996,6,51823,False,True,False,False
wifib|device=6|capture=23Jan|frame=2767|row=2205,6,52032,False,True,False,False
wifib|device=6|capture=23Jan|frame=2235|row=1757,6,51584,True,True,True,False
wifib|device=6|capture=23Jan|frame=2291|row=1809,6,51636,True,True,True,False
wifib|device=6|capture=23Jan|frame=2545|row=2025,6,51852,True,True,True,False
wifib|device=6|capture=23Jan|frame=2639|row=2099,6,51926,True,True,True,False
wifib|device=6|capture=23Jan|frame=2637|row=2097,6,51924,True,True,True,False
wifib|device=6|capture=23Jan|frame=2309|row=1825,6,51652,True,True,True,False
wifib|device=6|capture=23Jan|frame=2326|row=1838,6,51665,True,True,True,False
wifib|device=6|capture=23Jan|frame=2299|row=1817,6,51644,True,True,True,False
wifib|device=6|capture=23Jan|frame=2247|row=1767,6,51594,True,True,True,False
wifib|device=6|capture=23Jan|frame=2609|row=2073,6,51900,True,True,True,False
wifib|device=6|capture=23Jan|frame=2667|row=2125,6,51952,True,True,True,False
wifib|device=6|capture=23Jan|frame=2257|row=1777,6,51604,True,True,True,False
wifib|device=6|capture=23Jan|frame=2241|row=1761,6,51588,True,True,True,False
wifib|device=6|capture=23Jan|frame=2317|row=1831,6,51658,False,True,False,False
wifib|device=6|capture=23Jan|frame=2681|row=2139,6,51966,True,True,True,False
wifib|device=6|capture=23Jan|frame=2492|row=1976,6,51803,True,True,True,False
wifib|device=6|capture=23Jan|frame=2286|row=1804,6,51631,True,True,True,False
wifib|device=6|capture=23Jan|frame=2465|row=1951,6,51778,True,True,True,False
wifib|device=6|capture=23Jan|frame=2314|row=1828,6,51655,False,True,False,False
wifib|device=6|capture=23Jan|frame=2231|row=1753,6,51580,True,True,True,False
wifib|device=6|capture=23Jan|frame=2366|row=1872,6,51699,False,True,False,False
wifib|device=6|capture=23Jan|frame=2287|row=1805,6,51632,True,True,True,False
wifib|device=6|capture=23Jan|frame=2633|row=2093,6,51920,False,True,False,False
wifib|device=6|capture=23Jan|frame=2613|row=2075,6,51902,True,True,True,False
wifib|device=6|capture=23Jan|frame=2528|row=2008,6,51835,True,True,True,False
wifib|device=6|capture=23Jan|frame=2364|row=1870,6,51697,True,True,True,False
wifib|device=6|capture=23Jan|frame=2645|row=2105,6,51932,True,True,True,False
wifib|device=6|capture=23Jan|frame=2270|row=1788,6,51615,True,True,True,False
wifib|device=6|capture=23Jan|frame=2741|row=2183,6,52010,True,True,True,False
wifib|device=6|capture=23Jan|frame=2405|row=1901,6,51728,False,True,False,False
wifib|device=6|capture=23Jan|frame=2386|row=1890,6,51717,True,True,True,False
wifib|device=6|capture=23Jan|frame=2508|row=1990,6,51817,False,True,False,False
wifib|device=6|capture=23Jan|frame=2441|row=1931,6,51758,False,True,False,False
wifib|device=6|capture=23Jan|frame=2489|row=1973,6,51800,True,True,True,False
wifib|device=6|capture=23Jan|frame=2338|row=1850,6,51677,False,True,False,False
wifib|device=6|capture=23Jan|frame=2663|row=2121,6,51948,False,True,False,False
wifib|device=6|capture=23Jan|frame=2555|row=2031,6,51858,True,True,True,False
wifib|device=6|capture=23Jan|frame=2228|row=1750,6,51577,True,True,True,False
wifib|device=6|capture=23Jan|frame=2452|row=1942,6,51769,False,True,False,False
wifib|device=6|capture=23Jan|frame=2253|row=1773,6,51600,True,True,True,False
wifib|device=6|capture=23Jan|frame=2297|row=1815,6,51642,True,True,True,False
wifib|device=6|capture=23Jan|frame=2242|row=1762,6,51589,True,True,True,False
wifib|device=6|capture=23Jan|frame=2665|row=2123,6,51950,False,True,False,False
wifib|device=6|capture=23Jan|frame=2373|row=1879,6,51706,True,True,True,False
wifib|device=6|capture=23Jan|frame=2739|row=2181,6,52008,True,True,True,False
wifib|device=6|capture=23Jan|frame=2509|row=1991,6,51818,True,True,True,False
wifib|device=6|capture=23Jan|frame=2543|row=2023,6,51850,True,True,True,False
wifib|device=6|capture=23Jan|frame=2499|row=1981,6,51808,True,True,True,False
wifib|device=6|capture=23Jan|frame=2707|row=2157,6,51984,True,True,True,False
wifib|device=6|capture=23Jan|frame=2605|row=2069,6,51896,False,True,False,False
wifib|device=6|capture=23Jan|frame=2766|row=2204,6,52031,True,True,True,False
wifib|device=6|capture=23Jan|frame=2648|row=2108,6,51935,True,True,True,False
wifib|device=6|capture=23Jan|frame=2232|row=1754,6,51581,True,True,True,False
wifib|device=6|capture=23Jan|frame=2714|row=2160,6,51987,True,True,True,False
wifib|device=6|capture=23Jan|frame=2239|row=1759,6,51586,True,True,True,False
wifib|device=6|capture=23Jan|frame=2484|row=1968,6,51795,True,True,True,False
wifib|device=6|capture=23Jan|frame=2717|row=2163,6,51990,True,True,True,False
wifib|device=6|capture=23Jan|frame=2524|row=2004,6,51831,True,True,True,False
wifib|device=6|capture=23Jan|frame=2491|row=1975,6,51802,True,True,True,False
wifib|device=6|capture=23Jan|frame=2628|row=2088,6,51915,True,True,True,False
wifib|device=6|capture=23Jan|frame=2531|row=2011,6,51838,False,True,False,False
wifib|device=6|capture=23Jan|frame=2447|row=1937,6,51764,False,True,False,False
wifib|device=6|capture=23Jan|frame=2656|row=2116,6,51943,False,True,False,False
wifib|device=6|capture=23Jan|frame=2622|row=2084,6,51911,True,True,True,False
wifib|device=6|capture=23Jan|frame=2502|row=1984,6,51811,False,True,False,False
wifib|device=6|capture=23Jan|frame=2636|row=2096,6,51923,True,True,True,False
wifib|device=6|capture=23Jan|frame=2559|row=2035,6,51862,False,True,False,False
wifib|device=6|capture=23Jan|frame=2444|row=1934,6,51761,True,True,True,False
wifib|device=6|capture=23Jan|frame=2612|row=2074,6,51901,False,False,False,False
wifib|device=6|capture=23Jan|frame=2409|row=1903,6,51730,False,True,False,False
wifib|device=6|capture=23Jan|frame=2573|row=2047,6,51874,True,True,True,False
wifib|device=6|capture=23Jan|frame=2634|row=2094,6,51921,False,True,False,False
wifib|device=6|capture=23Jan|frame=2632|row=2092,6,51919,False,True,False,False
wifib|device=6|capture=23Jan|frame=2436|row=1926,6,51753,True,True,True,False
wifib|device=6|capture=23Jan|frame=2596|row=2062,6,51889,True,True,True,False
wifib|device=6|capture=23Jan|frame=2246|row=1766,6,51593,True,True,True,False
wifib|device=6|capture=23Jan|frame=2574|row=2048,6,51875,True,True,True,False
wifib|device=6|capture=23Jan|frame=2647|row=2107,6,51934,True,True,True,False
wifib|device=6|capture=23Jan|frame=2607|row=2071,6,51898,True,True,True,False
wifib|device=6|capture=23Jan|frame=2722|row=2166,6,51993,True,True,True,False
wifib|device=6|capture=23Jan|frame=2539|row=2019,6,51846,True,True,True,False
wifib|device=6|capture=23Jan|frame=2646|row=2106,6,51933,True,True,True,False
wifib|device=6|capture=23Jan|frame=2670|row=2128,6,51955,True,True,True,False
wifib|device=6|capture=23Jan|frame=2666|row=2124,6,51951,True,True,True,False
wifib|device=6|capture=23Jan|frame=2617|row=2079,6,51906,True,True,True,False
wifib|device=6|capture=23Jan|frame=2350|row=1860,6,51687,True,True,True,False
wifib|device=6|capture=23Jan|frame=2416|row=1910,6,51737,True,True,True,False
wifib|device=6|capture=23Jan|frame=2475|row=1961,6,51788,True,True,True,False
wifib|device=6|capture=23Jan|frame=2747|row=2189,6,52016,True,True,True,False
wifib|device=6|capture=23Jan|frame=2599|row=2065,6,51892,True,True,True,False
wifib|device=6|capture=23Jan|frame=2568|row=2042,6,51869,True,True,True,False
wifib|device=6|capture=23Jan|frame=2535|row=2015,6,51842,True,True,True,False
wifib|device=6|capture=23Jan|frame=2381|row=1887,6,51714,True,True,True,False
wifib|device=6|capture=23Jan|frame=2266|row=1784,6,51611,True,True,True,False
wifib|device=6|capture=23Jan|frame=2565|row=2039,6,51866,True,True,True,False
wifib|device=6|capture=23Jan|frame=2679|row=2137,6,51964,False,True,False,False
wifib|device=6|capture=23Jan|frame=2683|row=2141,6,51968,True,True,True,False
wifib|device=6|capture=23Jan|frame=2756|row=2196,6,52023,True,True,True,False
wifib|device=6|capture=23Jan|frame=2221|row=1743,6,51570,True,True,True,False
wifib|device=6|capture=23Jan|frame=2300|row=1818,6,51645,False,True,False,False
wifib|device=6|capture=23Jan|frame=2752|row=2194,6,52021,True,True,True,False
wifib|device=6|capture=23Jan|frame=2507|row=1989,6,51816,True,True,True,False
wifib|device=6|capture=23Jan|frame=2432|row=1922,6,51749,True,True,True,False
wifib|device=6|capture=23Jan|frame=2224|row=1746,6,51573,False,True,False,False
wifib|device=6|capture=23Jan|frame=2308|row=1824,6,51651,True,True,True,False
wifib|device=6|capture=23Jan|frame=2412|row=1906,6,51733,True,True,True,False
wifib|device=6|capture=23Jan|frame=2295|row=1813,6,51640,True,True,True,False
wifib|device=6|capture=23Jan|frame=2581|row=2051,6,51878,True,True,True,False
wifib|device=6|capture=23Jan|frame=2273|row=1791,6,51618,True,True,True,False
wifib|device=6|capture=23Jan|frame=2682|row=2140,6,51967,True,True,True,False
wifib|device=6|capture=23Jan|frame=2352|row=1862,6,51689,True,True,True,False
wifib|device=6|capture=23Jan|frame=2779|row=2215,6,52042,True,True,True,False
wifib|device=6|capture=23Jan|frame=2664|row=2122,6,51949,True,True,True,False
wifib|device=6|capture=23Jan|frame=2378|row=1884,6,51711,True,True,True,False
wifib|device=6|capture=23Jan|frame=2522|row=2002,6,51829,False,True,False,False
wifib|device=6|capture=23Jan|frame=2371|row=1877,6,51704,True,True,True,False
wifib|device=6|capture=23Jan|frame=2554|row=2030,6,51857,False,True,False,False
wifib|device=6|capture=23Jan|frame=2671|row=2129,6,51956,True,True,True,False
wifib|device=6|capture=23Jan|frame=2782|row=2218,6,52045,True,True,True,False
wifib|device=6|capture=23Jan|frame=2415|row=1909,6,51736,True,True,True,False
wifib|device=6|capture=23Jan|frame=2619|row=2081,6,51908,True,True,True,False
wifib|device=6|capture=23Jan|frame=2279|row=1797,6,51624,True,True,True,False
wifib|device=6|capture=23Jan|frame=2327|row=1839,6,51666,True,True,True,False
wifib|device=6|capture=23Jan|frame=2649|row=2109,6,51936,True,True,True,False
wifib|device=6|capture=23Jan|frame=2563|row=2037,6,51864,True,True,True,False
wifib|device=6|capture=23Jan|frame=2440|row=1930,6,51757,True,True,True,False
wifib|device=6|capture=23Jan|frame=2503|row=1985,6,51812,False,True,False,False
wifib|device=6|capture=23Jan|frame=2790|row=2226,6,52053,True,True,True,False
wifib|device=6|capture=23Jan|frame=2549|row=2027,6,51854,True,True,True,False
wifib|device=6|capture=23Jan|frame=2623|row=2085,6,51912,True,True,True,False
wifib|device=6|capture=23Jan|frame=2290|row=1808,6,51635,False,True,False,False
wifib|device=6|capture=23Jan|frame=2244|row=1764,6,51591,False,True,False,False
wifib|device=6|capture=23Jan|frame=2433|row=1923,6,51750,False,True,False,False
wifib|device=6|capture=23Jan|frame=2740|row=2182,6,52009,True,True,True,False
wifib|device=6|capture=23Jan|frame=2736|row=2178,6,52005,True,True,True,False
wifib|device=6|capture=23Jan|frame=2629|row=2089,6,51916,True,True,True,False
wifib|device=6|capture=23Jan|frame=2523|row=2003,6,51830,True,True,True,False
wifib|device=6|capture=23Jan|frame=2272|row=1790,6,51617,True,True,True,False
wifib|device=6|capture=23Jan|frame=2755|row=2195,6,52022,True,True,True,False
wifib|device=6|capture=23Jan|frame=2248|row=1768,6,51595,True,True,True,False
wifib|device=6|capture=23Jan|frame=2680|row=2138,6,51965,True,True,True,False
wifib|device=6|capture=23Jan|frame=2529|row=2009,6,51836,True,True,True,False
wifib|device=6|capture=23Jan|frame=2601|row=2067,6,51894,True,True,True,False
wifib|device=6|capture=23Jan|frame=2571|row=2045,6,51872,True,True,True,False
wifib|device=6|capture=23Jan|frame=2657|row=2117,6,51944,True,True,True,False
wifib|device=6|capture=23Jan|frame=2758|row=2198,6,52025,True,True,True,False
wifib|device=6|capture=23Jan|frame=2676|row=2134,6,51961,True,True,True,False
wifib|device=6|capture=23Jan|frame=2439|row=1929,6,51756,True,True,True,False
wifib|device=6|capture=23Jan|frame=2706|row=2156,6,51983,True,True,True,False
wifib|device=6|capture=23Jan|frame=2738|row=2180,6,52007,True,True,True,False
wifib|device=6|capture=23Jan|frame=2456|row=1946,6,51773,True,True,True,False
wifib|device=6|capture=23Jan|frame=2602|row=2068,6,51895,True,True,True,False
wifib|device=6|capture=23Jan|frame=2553|row=2029,6,51856,True,True,True,False
wifib|device=6|capture=23Jan|frame=2406|row=1902,6,51729,True,True,True,False
wifib|device=6|capture=23Jan|frame=2702|row=2152,6,51979,True,True,True,False
wifib|device=6|capture=23Jan|frame=2583|row=2053,6,51880,True,True,True,False
wifib|device=6|capture=23Jan|frame=2501|row=1983,6,51810,True,True,True,False
wifib|device=6|capture=23Jan|frame=2627|row=2087,6,51914,True,True,True,False
wifib|device=6|capture=23Jan|frame=2621|row=2083,6,51910,True,True,True,False
wifib|device=6|capture=23Jan|frame=2398|row=1896,6,51723,False,True,False,False
wifib|device=6|capture=23Jan|frame=2445|row=1935,6,51762,True,True,True,False
wifib|device=6|capture=23Jan|frame=2411|row=1905,6,51732,True,True,True,False
wifib|device=6|capture=23Jan|frame=2480|row=1966,6,51793,True,True,True,False
wifib|device=6|capture=23Jan|frame=2234|row=1756,6,51583,True,True,True,False
wifib|device=6|capture=23Jan|frame=2655|row=2115,6,51942,True,True,True,False
wifib|device=6|capture=23Jan|frame=2478|row=1964,6,51791,True,True,True,False
wifib|device=6|capture=23Jan|frame=2365|row=1871,6,51698,False,True,False,False
wifib|device=6|capture=23Jan|frame=2379|row=1885,6,51712,True,True,True,False
wifib|device=6|capture=23Jan|frame=2763|row=2201,6,52028,True,True,True,False
wifib|device=6|capture=23Jan|frame=2258|row=1778,6,51605,True,True,True,False
wifib|device=6|capture=23Jan|frame=2773|row=2209,6,52036,True,True,True,False
wifib|device=6|capture=23Jan|frame=2442|row=1932,6,51759,True,True,True,False
wifib|device=6|capture=23Jan|frame=2684|row=2142,6,51969,True,True,True,False
wifib|device=6|capture=23Jan|frame=2347|row=1857,6,51684,False,True,False,False
wifib|device=6|capture=23Jan|frame=2595|row=2061,6,51888,False,True,False,False
wifib|device=6|capture=23Jan|frame=2542|row=2022,6,51849,True,True,True,False
wifib|device=6|capture=23Jan|frame=2748|row=2190,6,52017,False,True,False,False
wifib|device=6|capture=23Jan|frame=2725|row=2169,6,51996,True,True,True,False
wifib|device=6|capture=23Jan|frame=2470|row=1956,6,51783,True,True,True,False
wifib|device=6|capture=23Jan|frame=2705|row=2155,6,51982,True,True,True,False
wifib|device=6|capture=23Jan|frame=2265|row=1783,6,51610,True,True,True,False
wifib|device=6|capture=23Jan|frame=2337|row=1849,6,51676,True,True,True,False
wifib|device=6|capture=23Jan|frame=2479|row=1965,6,51792,True,True,True,False
wifib|device=6|capture=23Jan|frame=2515|row=1995,6,51822,True,True,True,False
wifib|device=6|capture=23Jan|frame=2346|row=1856,6,51683,False,True,False,False
wifib|device=6|capture=23Jan|frame=2526|row=2006,6,51833,True,True,True,False
wifib|device=6|capture=23Jan|frame=2437|row=1927,6,51754,True,True,True,False
wifib|device=6|capture=23Jan|frame=2674|row=2132,6,51959,True,True,True,False
wifib|device=6|capture=23Jan|frame=2332|row=1844,6,51671,True,True,True,False
wifib|device=6|capture=23Jan|frame=2778|row=2214,6,52041,True,True,True,False
wifib|device=6|capture=23Jan|frame=2771|row=2207,6,52034,False,True,False,False
wifib|device=6|capture=23Jan|frame=2608|row=2072,6,51899,True,True,True,False
wifib|device=6|capture=23Jan|frame=2275|row=1793,6,51620,True,True,True,False
wifib|device=6|capture=23Jan|frame=2325|row=1837,6,51664,True,True,True,False
wifib|device=6|capture=23Jan|frame=2397|row=1895,6,51722,True,True,True,False
wifib|device=6|capture=23Jan|frame=2430|row=1920,6,51747,False,True,False,False
wifib|device=6|capture=23Jan|frame=2730|row=2172,6,51999,False,True,False,False
wifib|device=6|capture=23Jan|frame=2292|row=1810,6,51637,True,True,True,False
wifib|device=6|capture=23Jan|frame=2336|row=1848,6,51675,True,True,True,False
wifib|device=6|capture=23Jan|frame=2306|row=1822,6,51649,True,True,True,False
wifib|device=6|capture=23Jan|frame=2586|row=2056,6,51883,True,True,True,False
wifib|device=6|capture=23Jan|frame=2468|row=1954,6,51781,False,True,False,False
wifib|device=6|capture=23Jan|frame=2471|row=1957,6,51784,True,True,True,False
wifib|device=6|capture=23Jan|frame=2775|row=2211,6,52038,True,True,True,False
wifib|device=6|capture=23Jan|frame=2719|row=2165,6,51992,True,True,True,False
