sample_id,device_id,cache_index,victim_clean_correct,evaluator_clean_correct,dual_clean_correct,selected
wifib|device=1|capture=23Jan|frame=2470|row=2160,1,2160,True,True,True,False
wifib|device=1|capture=23Jan|frame=2200|row=1914,1,1914,True,True,True,False
wifib|device=1|capture=23Jan|frame=2316|row=2016,1,2016,True,True,True,False
wifib|device=1|capture=23Jan|frame=2674|row=2334,1,2334,True,True,True,False
wifib|device=1|capture=23Jan|frame=2473|row=2163,1,2163,True,True,True,False
wifib|device=1|capture=23Jan|frame=2654|row=2314,1,2314,True,True,True,False
wifib|device=1|capture=23Jan|frame=2419|row=2115,1,2115,True,True,True,False
wifib|device=1|capture=23Jan|frame=2337|row=2037,1,2037,True,True,True,False
wifib|device=1|capture=23Jan|frame=2210|row=1920,1,1920,True,True,True,False
wifib|device=1|capture=23Jan|frame=2323|row=2023,1,2023,True,True,True,False
wifib|device=1|capture=23Jan|frame=2421|row=2117,1,2117,True,True,True,False
wifib|device=1|capture=23Jan|frame=2636|row=2296,1,2296,False,True,False,False
wifib|device=1|capture=23Jan|frame=2226|row=1936,1,1936,True,True,True,False
wifib|device=1|capture=23Jan|frame=2568|row=2236,1,2236,True,True,True,False
wifib|device=1|capture=23Jan|frame=2298|row=1998,1,1998,True,True,True,False
wifib|device=1|capture=23Jan|frame=2382|row=2080,1,2080,True,True,True,False
wifib|device=1|capture=23Jan|frame=2736|row=2386,1,2386,True,True,True,False
wifib|device=1|capture=23Jan|frame=2400|row=2098,1,2098,True,True,True,False
wifib|device=1|capture=23Jan|frame=2282|row=1984,1,1984,True,True,True,False
wifib|device=1|capture=23Jan|frame=2733|row=2383,1,2383,True,True,True,False
wifib|device=1|capture=23Jan|frame=2738|row=2388,1,2388,False,True,False,False
wifib|device=1|capture=23Jan|frame=2420|row=2116,1,2116,True,True,True,False
wifib|device=1|capture=23Jan|frame=2310|row=2010,1,2010,True,True,True,False
wifib|device=1|capture=23Jan|frame=2422|row=2118,1,2118,True,True,True,False
wifib|device=1|capture=23Jan|frame=2586|row=2252,1,2252,True,True,True,False
wifib|device=1|capture=23Jan|frame=2397|row=2095,1,2095,True,True,True,False
wifib|device=1|capture=23Jan|frame=2746|row=2394,1,2394,True,True,True,False
wifib|device=1|capture=23Jan|frame=2398|row=2096,1,2096,True,False,False,False
wifib|device=1|capture=23Jan|frame=2748|row=2396,1,2396,False,True,False,False
wifib|device=1|capture=23Jan|frame=2352|row=2052,1,2052,True,True,True,False
wifib|device=1|capture=23Jan|frame=2274|row=1978,1,1978,True,True,True,False
wifib|device=1|capture=23Jan|frame=2223|row=1933,1,1933,True,True,True,False
wifib|device=1|capture=23Jan|frame=2707|row=2361,1,2361,False,True,False,False
wifib|device=1|capture=23Jan|frame=2368|row=2066,1,2066,True,True,True,False
wifib|device=1|capture=23Jan|frame=2571|row=2237,1,2237,True,True,True,False
wifib|device=1|capture=23Jan|frame=2315|row=2015,1,2015,True,True,True,False
wifib|device=1|capture=23Jan|frame=2499|row=2181,1,2181,True,True,True,False
wifib|device=1|capture=23Jan|frame=2293|row=1993,1,1993,True,True,True,False
wifib|device=1|capture=23Jan|frame=2595|row=2259,1,2259,True,True,True,False
wifib|device=1|capture=23Jan|frame=2548|row=2220,1,2220,True,True,True,False
wifib|device=1|capture=23Jan|frame=2426|row=2122,1,2122,True,True,True,False
wifib|device=1|capture=23Jan|frame=2220|row=1930,1,1930,True,True,True,False
wifib|device=1|capture=23Jan|frame=2762|row=2408,1,2408,True,True,True,False
wifib|device=1|capture=23Jan|frame=2258|row=1962,1,1962,True,True,True,False
wifib|device=1|capture=23Jan|frame=2747|row=2395,1,2395,False,True,False,False
wifib|device=1|capture=23Jan|frame=2514|row=2196,1,2196,True,True,True,False
wifib|device=1|capture=23Jan|frame=2290|row=1990,1,1990,True,True,True,False
wifib|device=1|capture=23Jan|frame=2740|row=2390,1,2390,True,True,True,False
wifib|device=1|capture=23Jan|frame=2361|row=2061,1,2061,True,True,True,False
wifib|device=1|capture=23Jan|frame=2751|row=2397,1,2397,True,True,True,False
wifib|device=1|capture=23Jan|frame=2612|row=2276,1,2276,True,True,True,False
wifib|device=1|capture=23Jan|frame=2300|row=2000,1,2000,True,True,True,False
wifib|device=1|capture=23Jan|frame=2727|row=2377,1,2377,True,True,True,False
wifib|device=1|capture=23Jan|frame=2404|row=2102,1,2102,True,True,True,False
wifib|device=1|capture=23Jan|frame=2605|row=2269,1,2269,True,True,True,False
wifib|device=1|capture=23Jan|frame=2357|row=2057,1,2057,True,True,True,False
wifib|device=1|capture=23Jan|frame=2370|row=2068,1,2068,True,True,True,False
wifib|device=1|capture=23Jan|frame=2238|row=1946,1,1946,True,True,True,False
wifib|device=1|capture=23Jan|frame=2165|row=1891,1,1891,True,True,True,False
wifib|device=1|capture=23Jan|frame=2669|row=2329,1,2329,True,True,True,False
wifib|device=1|capture=23Jan|frame=2389|row=2087,1,2087,True,True,True,False
wifib|device=1|capture=23Jan|frame=2532|row=2210,1,2210,True,True,True,False
wifib|device=1|capture=23Jan|frame=2754|row=2400,1,2400,True,True,True,False
wifib|device=1|capture=23Jan|frame=2443|row=2139,1,2139,True,True,True,False
wifib|device=1|capture=23Jan|frame=2468|row=2158,1,2158,True,True,True,False
wifib|device=1|capture=23Jan|frame=2171|row=1895,1,1895,True,False,False,False
wifib|device=1|capture=23Jan|frame=2729|row=2379,1,2379,True,True,True,False
wifib|device=1|capture=23Jan|frame=2221|row=1931,1,1931,True,True,True,False
wifib|device=1|capture=23Jan|frame=2562|row=2230,1,2230,True,True,True,False
wifib|device=1|capture=23Jan|frame=2407|row=2105,1,2105,True,True,True,False
wifib|device=1|capture=23Jan|frame=2297|row=1997,1,1997,True,True,True,False
wifib|device=1|capture=23Jan|frame=2684|row=2342,1,2342,True,True,True,False
wifib|device=1|capture=23Jan|frame=2546|row=2218,1,2218,True,False,False,False
wifib|device=1|capture=23Jan|frame=2255|row=1959,1,1959,True,True,True,False
wifib|device=1|capture=23Jan|frame=2498|row=2180,1,2180,True,True,True,False
wifib|device=1|capture=23Jan|frame=2565|row=2233,1,2233,True,True,True,False
wifib|device=1|capture=23Jan|frame=2351|row=2051,1,2051,True,True,True,False
wifib|device=1|capture=23Jan|frame=2437|row=2133,1,2133,True,True,True,False
wifib|device=1|capture=23Jan|frame=2717|row=2367,1,2367,True,True,True,False
wifib|device=1|capture=23Jan|frame=2405|row=2103,1,2103,True,True,True,False
wifib|device=1|capture=23Jan|frame=2460|row=2152,1,2152,True,True,True,False
wifib|device=1|capture=23Jan|frame=2705|row=2359,1,2359,False,True,False,False
wifib|device=1|capture=23Jan|frame=2257|row=1961,1,1961,True,True,True,False
wifib|device=1|capture=23Jan|frame=2671|row=2331,1,2331,True,True,True,False
wifib|device=1|capture=23Jan|frame=2367|row=2065,1,2065,True,True,True,False
wifib|device=1|capture=23Jan|frame=2431|row=2127,1,2127,True,True,True,False
wifib|device=1|capture=23Jan|frame=2378|row=2076,1,2076,True,True,True,False
wifib|device=1|capture=23Jan|frame=2305|row=2005,1,2005,True,True,True,False
wifib|device=1|capture=23Jan|frame=2416|row=2112,1,2112,True,True,True,False
wifib|device=1|capture=23Jan|frame=2482|row=2170,1,2170,True,True,True,False
wifib|device=1|capture=23Jan|frame=2235|row=1945,1,1945,True,True,True,False
wifib|device=1|capture=23Jan|frame=2182|row=1902,1,1902,True,True,True,False
wifib|device=1|capture=23Jan|frame=2641|row=2301,1,2301,True,True,True,False
wifib|device=1|capture=23Jan|frame=2768|row=2414,1,2414,False,True,False,False
wifib|device=1|capture=23Jan|frame=2452|row=2144,1,2144,True,True,True,False
wifib|device=1|capture=23Jan|frame=2477|row=2167,1,2167,True,True,True,False
wifib|device=1|capture=23Jan|frame=2583|row=2249,1,2249,True,True,True,False
wifib|device=1|capture=23Jan|frame=2508|row=2190,1,2190,True,True,True,False
wifib|device=1|capture=23Jan|frame=2511|row=2193,1,2193,True,True,True,False
wifib|device=1|capture=23Jan|frame=2720|row=2370,1,2370,False,True,False,False
wifib|device=1|capture=23Jan|frame=2481|row=2169,1,2169,True,True,True,False
wifib|device=1|capture=23Jan|frame=2392|row=2090,1,2090,True,False,False,False
wifib|device=1|capture=23Jan|frame=2271|row=1975,1,1975,True,True,True,False
wifib|device=1|capture=23Jan|frame=2432|row=2128,1,2128,True,True,True,False
wifib|device=1|capture=23Jan|frame=2541|row=2215,1,2215,True,True,True,False
wifib|device=1|capture=23Jan|frame=2187|row=1907,1,1907,True,True,True,False
wifib|device=1|capture=23Jan|frame=2212|row=1922,1,1922,True,True,True,False
wifib|device=1|capture=23Jan|frame=2527|row=2205,1,2205,True,True,True,False
wifib|device=1|capture=23Jan|frame=2695|row=2351,1,2351,True,True,True,False
wifib|device=1|capture=23Jan|frame=2385|row=2083,1,2083,True,True,True,False
wifib|device=1|capture=23Jan|frame=2445|row=2141,1,2141,True,True,True,False
wifib|device=1|capture=23Jan|frame=2659|row=2319,1,2319,True,True,True,False
wifib|device=1|capture=23Jan|frame=2373|row=2071,1,2071,True,True,True,False
wifib|device=1|capture=23Jan|frame=2488|row=2174,1,2174,True,True,True,False
wifib|device=1|capture=23Jan|frame=2317|row=2017,1,2017,True,True,True,False
wifib|device=1|capture=23Jan|frame=2580|row=2246,1,2246,True,True,True,False
wifib|device=1|capture=23Jan|frame=2313|row=2013,1,2013,True,True,True,False
wifib|device=1|capture=23Jan|frame=2455|row=2147,1,2147,True,True,True,False
wifib|device=1|capture=23Jan|frame=2769|row=2415,1,2415,True,True,True,False
wifib|device=1|capture=23Jan|frame=2296|row=1996,1,1996,True,True,True,False
wifib|device=1|capture=23Jan|frame=2646|row=2306,1,2306,True,True,True,False
wifib|device=1|capture=23Jan|frame=2668|row=2328,1,2328,True,True,True,False
wifib|device=1|capture=23Jan|frame=2268|row=1972,1,1972,True,True,True,False
wifib|device=1|capture=23Jan|frame=2516|row=2198,1,2198,True,True,True,False
wifib|device=1|capture=23Jan|frame=2722|row=2372,1,2372,True,True,True,False
wifib|device=1|capture=23Jan|frame=2444|row=2140,1,2140,True,True,True,False
wifib|device=1|capture=23Jan|frame=2448|row=2142,1,2142,True,True,True,False
wifib|device=1|capture=23Jan|frame=2179|row=1901,1,1901,True,True,True,False
wifib|device=1|capture=23Jan|frame=2335|row=2035,1,2035,True,True,True,False
wifib|device=1|capture=23Jan|frame=2587|row=2253,1,2253,True,True,True,False
wifib|device=1|capture=23Jan|frame=2764|row=2410,1,2410,True,True,True,False
